scene,method,mult,frame,psnr,ssim,flicker,rays,ms,steps
bunker,GFCAO,1.00,87,23.5179,0.69002,0.003278,96176,76.816,2450660
bunker,GFCAO,1.00,88,23.6201,0.69079,0.003437,96277,87.934,2451618
bunker,GFCAO,1.00,89,23.7127,0.69162,0.003249,96055,93.412,2389462
bunker,GFCAO,1.00,90,23.7753,0.69294,0.003205,96387,85.508,2403165
bunker,GFCAO,1.00,91,23.8756,0.69400,0.003680,97301,86.375,2471438
bunker,GFCAO,1.00,92,23.9555,0.69507,0.003089,97956,85.557,2529186
bunker,GFCAO,1.00,93,24.0407,0.69627,0.003108,95782,78.157,2390402
bunker,GFCAO,1.00,94,24.1095,0.69744,0.003165,96188,74.421,2445596
bunker,GFCAO,1.00,95,24.1894,0.69838,0.003262,96245,75.879,2456402
bunker,GFCAO,1.00,96,24.2773,0.69867,0.003237,96267,100.030,2393154
bunker,GFCAO,1.00,97,24.3382,0.70015,0.003235,96375,85.814,2409664
bunker,GFCAO,1.00,98,24.3946,0.70065,0.003336,96747,93.784,2448071
bunker,GFCAO,1.00,99,24.4656,0.70203,0.003153,98175,91.366,2534472
bunker,GFCAO,1.00,100,24.5525,0.70253,0.003160,95784,69.154,2401972
bunker,GFCAO,1.00,101,24.6046,0.70188,0.003112,96190,159.197,2440928
bunker,GFCAO,1.00,102,24.6484,0.70258,0.003045,96367,108.762,2449550
bunker,GFCAO,1.00,103,24.6900,0.70292,0.003297,96226,102.618,2409939
bunker,GFCAO,1.00,104,24.7109,0.70374,0.003111,96095,111.178,2403408
bunker,GFCAO,1.00,105,24.7666,0.70449,0.003097,96722,95.406,2444131
bunker,GFCAO,1.00,106,24.8093,0.70366,0.003098,98095,104.480,2521729
bunker,GFCAO,1.00,107,24.8716,0.70364,0.003046,96082,85.858,2424368
bunker,GFCAO,1.00,108,24.9281,0.70325,0.003180,96166,71.239,2433960
bunker,GFCAO,1.00,109,24.9802,0.70364,0.003053,96549,67.478,2458117
bunker,GFCAO,1.00,110,25.0571,0.70390,0.003329,96641,70.611,2428868
bunker,GFCAO,1.00,111,25.1018,0.70490,0.003073,95653,93.191,2383741
bunker,GFCAO,1.00,112,25.1419,0.70462,0.003119,96519,84.961,2433510
bunker,GFCAO,1.00,113,25.1765,0.70449,0.003036,98203,74.173,2524710
bunker,GFCAO,1.00,114,25.2181,0.70423,0.002962,96239,89.937,2424952
bunker,GFCAO,1.00,115,25.2535,0.70427,0.003149,96273,89.535,2436130
bunker,GFCAO,1.00,116,25.2955,0.70440,0.003178,96660,96.421,2459132
bunker,GFCAO,1.00,117,25.3219,0.70500,0.003181,96186,82.909,2415661
bunker,GFCAO,1.00,118,25.3943,0.70341,0.003225,95707,101.430,2386782
bunker,GFCAO,1.00,119,25.4524,0.70410,0.003094,96308,72.311,2420440
bunker,GFCAO,1.00,120,25.4848,0.70478,0.003151,98278,78.541,2538284
bunker,GFCAO,1.00,121,25.5466,0.70534,0.002989,96480,83.782,2432593
bunker,GFCAO,1.00,122,25.5657,0.70445,0.002995,96480,94.608,2437316
bunker,GFCAO,1.00,123,25.6026,0.70510,0.003312,96755,105.146,2469823
bunker,GFCAO,1.00,124,25.6276,0.70557,0.003205,95844,112.674,2409209
bunker,GFCAO,1.00,125,25.7018,0.70481,0.003054,95753,75.977,2383985
bunker,GFCAO,1.00,126,25.7366,0.70542,0.003004,96100,82.189,2407448
bunker,GFCAO,1.00,127,25.7836,0.70657,0.003169,98263,79.692,2530322
bunker,GFCAO,1.00,128,25.7975,0.70777,0.002820,96743,93.100,2438133
bunker,GFCAO,1.00,129,25.8317,0.70742,0.003080,96581,77.587,2449319
bunker,GFCAO,1.00,130,25.8566,0.70814,0.003087,96378,78.520,2456306
bunker,GFCAO,1.00,131,25.8826,0.70774,0.003193,95918,83.474,2410834
bunker,GFCAO,1.00,132,25.9281,0.70855,0.002931,95798,83.666,2383628
bunker,GFCAO,1.00,133,25.9630,0.70823,0.002921,96018,85.866,2402329
bunker,GFCAO,1.00,134,26.0043,0.70830,0.003270,98199,109.914,2519839
bunker,GFCAO,1.00,135,26.0405,0.70886,0.002926,97177,139.736,2456483
bunker,GFCAO,1.00,136,26.0585,0.70826,0.003111,96639,100.197,2451104
bunker,GFCAO,1.00,137,26.1015,0.70902,0.003186,95976,82.670,2439065
bunker,GFCAO,1.00,138,26.1337,0.70997,0.003103,96031,75.074,2429930
bunker,GFCAO,1.00,139,26.1789,0.70953,0.003063,95870,77.298,2391289
bunker,GFCAO,1.00,140,26.1947,0.70930,0.002876,95881,80.410,2391332
bunker,GFCAO,1.00,141,26.2537,0.70988,0.003264,98186,105.698,2512594
bunker,GFCAO,1.00,142,26.2798,0.70928,0.002967,97700,107.723,2490778
bunker,GFCAO,1.00,143,26.3091,0.70843,0.003371,96117,79.072,2422332
bunker,GFCAO,1.00,144,26.3063,0.70821,0.002914,95869,108.617,2443248
bunker,GFCAO,1.00,145,26.3191,0.70862,0.002959,96133,69.504,2432703
bunker,GFCAO,1.00,146,26.3497,0.70834,0.002898,96014,84.929,2398121
bunker,GFCAO,1.00,147,26.3903,0.70904,0.002918,95747,88.775,2384549
bunker,GFCAO,1.00,148,26.4005,0.70789,0.003328,98292,93.677,2506585
bunker,GFCAO,1.00,149,26.4657,0.70956,0.003191,97971,82.085,2515028
