method,budget,frame,psnr,rays,ms,steps
DDGI,2.0,18,23.8395,67140,48.252,3962829
DDGI,2.0,19,24.0751,68152,46.819,3740319
DDGI,2.0,20,24.2951,66784,47.502,3882086
DDGI,2.0,21,24.6761,67996,47.370,3796517
DDGI,2.0,22,24.9203,67453,48.472,3855754
DDGI,2.0,23,25.1017,67872,47.637,3897997
DDGI,2.0,24,25.3377,67731,47.898,3714106
DDGI,2.0,25,25.5627,66953,48.262,3933796
DDGI,2.0,26,25.7287,68152,48.360,3743048
DDGI,2.0,27,25.9353,67009,47.502,3934519
DDGI,2.0,28,26.2142,68279,48.161,3792260
DDGI,2.0,29,26.4254,66872,52.547,3839081
DDGI,2.0,30,26.6402,67937,49.244,3857698
DDGI,2.0,31,26.8625,67815,46.436,3774359
DDGI,2.0,32,27.0090,67468,47.428,3940536
DDGI,2.0,33,27.1834,67873,46.110,3698844
DDGI,2.0,34,27.3095,66744,47.720,3918604
DDGI,2.0,35,27.4596,68289,46.372,3781821
DDGI,2.0,36,27.6598,66977,48.100,3889999
DDGI,2.0,37,26.7523,68269,47.295,3840777
DDGI,2.0,38,26.8671,67266,46.940,3779233
DDGI,2.0,39,26.9949,67729,50.912,3936451
DDGI,2.0,40,27.1172,67947,48.112,3735141
DDGI,2.0,41,27.1613,66998,48.415,3935226
DDGI,2.0,42,27.2813,67987,46.352,3719811
DDGI,2.0,43,27.3979,66785,47.068,3906105
DDGI,2.0,44,27.5536,68414,47.561,3826964
DDGI,2.0,45,28.1056,67180,46.875,3835862
DDGI,2.0,46,28.1349,67824,46.709,3865077
DDGI,2.0,47,28.4957,67624,47.772,3712646
DDGI,2.0,48,28.5007,67238,47.400,3974017
DDGI,2.0,49,28.6774,68231,48.121,3734236
DDGI,2.0,50,28.7902,66899,47.791,3917953
DDGI,2.0,51,29.1041,68025,46.385,3756473
DDGI,2.0,52,29.1875,66887,48.298,3870149
DDGI,2.0,53,29.2705,68293,46.583,3874606
DDGI,2.0,54,29.3707,67463,46.402,3757396
DDGI,2.0,55,29.3188,67439,50.871,3916790
DDGI,2.0,56,29.4586,67876,47.844,3708515
DDGI,2.0,57,29.5969,66972,48.640,3959663
DDGI,2.0,58,29.7240,68227,47.031,3749221
DDGI,2.0,59,29.8097,66861,47.228,3879174
DDGI,2.0,60,29.9131,68145,47.070,3810398
DDGI,2.0,61,29.8649,67354,47.135,3822637
DDGI,2.0,62,29.8066,67922,47.888,3924172
DDGI,2.0,63,29.8926,67766,45.995,3707581
DDGI,2.0,64,29.9090,67086,47.323,3938113
DDGI,2.0,65,29.9447,67947,47.923,3718931
DDGI,2.0,66,29.9848,67084,49.724,3944752
DDGI,2.0,67,30.0461,68291,47.585,3804546
DDGI,2.0,68,29.9740,66970,51.388,3839166
DDGI,2.0,69,29.8921,67786,47.707,3844893
DDGI,2.0,70,29.8899,67823,69.789,3773769
DDGI,2.0,71,29.7673,67306,59.483,3946991
DDGI,2.0,72,29.8412,67988,46.452,3712039
DDGI,2.0,73,29.9778,66796,47.159,3910111
DDGI,2.0,74,29.9137,68077,46.064,3766776
DDGI,2.0,75,24.2803,67265,50.771,3951950
DDGI,2.0,76,25.7004,68387,48.788,3964678
DDGI,2.0,77,25.9786,67394,47.580,3802032
DDGI,2.0,78,26.7206,67836,47.891,4043353
DDGI,2.0,79,27.3056,68293,53.169,3806007
DDGI,2.0,80,27.7732,67346,51.419,4047237
DDGI,2.0,81,27.9967,68292,53.195,3827164
DDGI,2.0,82,28.2758,67024,50.069,3953156
DDGI,2.0,83,28.6286,68514,56.445,3945195
DDGI,2.0,84,28.8643,67465,48.223,3879029
DDGI,2.0,85,29.0964,68272,49.082,4022199
DDGI,2.0,86,29.2647,67771,46.442,3753965
DDGI,2.0,87,28.9698,67393,48.049,4064718
DDGI,2.0,88,29.0794,68489,46.645,3838156
DDGI,2.0,89,29.4083,67178,47.673,4001672
DDGI,2.0,90,29.6688,68372,46.594,3884237
DDGI,2.0,91,29.7955,67012,46.791,3884227
DDGI,2.0,92,29.7605,68482,46.925,4005060
DDGI,2.0,93,29.7946,67639,46.283,3803743
DDGI,2.0,94,29.8163,67804,47.301,4054717
DDGI,2.0,95,29.8524,68034,46.196,3768440
DDGI,2.0,96,29.8843,67268,47.927,4050435
DDGI,2.0,97,30.0117,68540,46.874,3874099
DDGI,2.0,98,30.0635,67026,47.881,3929961
DDGI,2.0,99,29.7050,68422,47.347,3941383
DDGI,2.0,100,29.7605,67293,48.598,3812946
DDGI,2.0,101,29.8623,68191,49.088,4074980
DDGI,2.0,102,29.9454,67961,46.243,3771219
DDGI,2.0,103,29.9879,67291,47.344,4040613
DDGI,2.0,104,30.0459,68208,47.998,3813202
DDGI,2.0,105,28.7955,67168,47.455,4001030
DDGI,2.0,106,28.8059,68638,47.708,3939550
DDGI,2.0,107,28.7467,67189,46.760,3873090
DDGI,2.0,108,29.0982,68242,46.896,3990735
DDGI,2.0,109,29.1613,67814,45.909,3786782
DDGI,2.0,110,29.1401,67678,47.468,4081736
DDGI,2.0,111,29.0693,68243,45.962,3789834
DDGI,2.0,112,29.2031,67072,47.044,3998594
DDGI,2.0,113,29.2463,68276,46.085,3863516
DDGI,2.0,114,29.3415,67178,47.027,3946571
DDGI,2.0,115,29.4744,68609,46.570,3995723
DDGI,2.0,116,29.4722,67498,46.141,3793704
DDGI,2.0,117,29.5692,67773,47.446,4039923
DDGI,2.0,118,29.5265,68047,45.977,3781370
DDGI,2.0,119,29.2067,67366,47.265,4057008
DDGI,2.0,120,29.4508,68373,46.077,3839091
DDGI,2.0,121,29.3416,66911,46.773,3936726
DDGI,2.0,122,29.2542,68326,46.708,3926200
DDGI,2.0,123,29.2494,67584,46.675,3881302
DDGI,2.0,124,29.2878,68230,46.954,4036886
DDGI,2.0,125,29.2563,67853,48.089,3756591
DDGI,2.0,126,29.3833,67409,47.461,4055280
DDGI,2.0,127,29.2776,68404,46.797,3826391
DDGI,2.0,128,29.1798,67183,47.655,4003080
DDGI,2.0,129,28.6676,68417,46.545,3899402
DDGI,2.0,130,28.1464,67079,46.866,3878783
DDGI,2.0,131,27.9724,68203,46.974,3984168
DDGI,2.0,132,27.2592,67822,46.511,3813912
DDGI,2.0,133,26.8238,67759,47.758,4062971
DDGI,2.0,134,26.5349,68025,46.140,3766918
DDGI,2.0,135,26.3910,67122,47.165,4010596
DDGI,2.0,136,26.2806,68438,47.103,3886847
DDGI,2.0,137,26.2551,67111,47.107,3931930
DDGI,2.0,138,26.2594,68498,47.052,3954158
DDGI,2.0,139,26.2851,67329,46.045,3801698
DDGI,2.0,140,26.3156,68043,47.406,4063090
DDGI,2.0,141,25.9252,68086,46.983,3783481
DDGI,2.0,142,26.1612,67344,47.973,4043749
DDGI,2.0,143,26.1243,68206,46.518,3811141
DDGI,2.0,144,26.3311,66919,47.048,3951214
DDGI,2.0,145,26.4450,68654,46.567,3952576
DDGI,2.0,146,26.4808,67215,48.376,3864026
DDGI,2.0,147,26.3988,68163,46.726,3997970
DDGI,2.0,148,26.5075,67742,46.210,3758931
DDGI,2.0,149,26.5162,67572,48.530,4085956
FCGI,2.0,0,13.7657,67402,34.117,4559942
FCGI,2.0,1,18.0483,67223,34.110,4644395
FCGI,2.0,2,20.7301,66232,32.696,4529505
FCGI,2.0,3,22.0032,66436,32.989,4538719
FCGI,2.0,4,22.8269,66822,33.347,4528822
FCGI,2.0,5,23.5449,67250,32.605,4562171
FCGI,2.0,6,24.0973,67145,32.332,4615052
FCGI,2.0,7,24.5528,66280,32.166,4544923
FCGI,2.0,8,24.9644,66447,38.110,4496614
FCGI,2.0,9,25.2832,66804,35.188,4516262
FCGI,2.0,10,25.5916,67388,33.052,4605483
FCGI,2.0,11,25.8530,67212,33.396,4638857
FCGI,2.0,12,26.1478,66466,32.258,4563371
FCGI,2.0,13,26.3627,66652,31.878,4505707
FCGI,2.0,14,26.6223,66690,31.766,4509401
FCGI,2.0,15,26.8215,67230,32.355,4568726
FCGI,2.0,16,27.0558,67496,32.723,4644806
FCGI,2.0,17,27.3337,66471,32.064,4597308
FCGI,2.0,18,27.5687,66475,33.560,4553706
FCGI,2.0,19,27.7783,66530,31.662,4513185
FCGI,2.0,20,27.9695,67288,31.507,4553626
FCGI,2.0,21,28.1960,67234,32.789,4622945
FCGI,2.0,22,28.3919,66294,31.422,4569072
FCGI,2.0,23,28.6024,66349,31.422,4498712
FCGI,2.0,24,28.8088,66578,32.823,4506598
FCGI,2.0,25,28.9521,67071,31.278,4559950
FCGI,2.0,26,29.1339,67514,31.776,4650333
FCGI,2.0,27,29.3080,66623,31.584,4597230
FCGI,2.0,28,29.2508,66519,31.060,4519023
FCGI,2.0,29,29.4562,66530,31.072,4508282
FCGI,2.0,30,29.6212,66876,30.882,4528286
FCGI,2.0,31,29.7800,67304,32.373,4602275
FCGI,2.0,32,29.9815,66625,32.284,4621106
FCGI,2.0,33,30.1391,66282,31.227,4536232
FCGI,2.0,34,30.2608,66488,30.995,4494048
FCGI,2.0,35,30.3389,67012,31.661,4530031
FCGI,2.0,36,30.4551,67208,31.458,4571484
FCGI,2.0,37,30.5878,66764,32.148,4607553
FCGI,2.0,38,30.7037,66441,31.203,4508156
FCGI,2.0,39,30.7802,66661,31.054,4537756
FCGI,2.0,40,30.9051,66750,31.739,4542367
FCGI,2.0,41,30.9901,67561,32.437,4606289
FCGI,2.0,42,31.1051,66918,32.205,4620291
FCGI,2.0,43,31.2054,66327,32.181,4509929
FCGI,2.0,44,31.2927,66461,31.765,4516939
FCGI,2.0,45,31.3857,66790,31.873,4526049
FCGI,2.0,46,31.4604,67350,31.272,4560004
FCGI,2.0,47,31.5524,67141,31.852,4669255
FCGI,2.0,48,31.6162,66210,31.133,4540365
FCGI,2.0,49,31.6723,66489,33.505,4519282
FCGI,2.0,50,31.7559,66825,30.840,4519863
FCGI,2.0,51,31.7968,67269,30.888,4561521
FCGI,2.0,52,31.8198,67059,31.912,4635828
FCGI,2.0,53,31.8514,66430,30.813,4558768
FCGI,2.0,54,31.9180,66523,30.705,4529914
FCGI,2.0,55,31.9972,66700,30.939,4516069
FCGI,2.0,56,32.0498,67371,30.814,4579331
FCGI,2.0,57,32.1177,67330,31.322,4644233
FCGI,2.0,58,32.1743,66422,30.646,4550718
FCGI,2.0,59,32.2331,66271,30.603,4495840
FCGI,2.0,60,32.2619,66738,31.636,4496350
FCGI,2.0,61,32.2634,67262,31.756,4560382
FCGI,2.0,62,32.2847,67380,32.040,4644218
FCGI,2.0,63,32.3247,66276,31.495,4556539
FCGI,2.0,64,32.3049,66530,30.895,4514878
FCGI,2.0,65,32.3577,66679,30.761,4517690
FCGI,2.0,66,32.3627,67050,31.272,4533114
FCGI,2.0,67,32.3706,67328,31.356,4607439
FCGI,2.0,68,32.3883,66570,30.979,4588123
FCGI,2.0,69,32.3992,66474,30.900,4537388
FCGI,2.0,70,32.4126,66552,30.666,4542158
FCGI,2.0,71,32.3654,67207,30.904,4554475
FCGI,2.0,72,32.3786,67751,32.034,4652165
FCGI,2.0,73,32.4090,66562,31.000,4596614
FCGI,2.0,74,32.4116,66143,31.402,4516008
FCGI,2.0,75,24.9596,67538,34.697,4613401
FCGI,2.0,76,25.5218,67734,32.143,4727038
FCGI,2.0,77,25.7070,66512,31.763,4622359
FCGI,2.0,78,26.0206,66750,31.399,4587226
FCGI,2.0,79,26.2919,66952,31.435,4588717
FCGI,2.0,80,26.5554,67758,31.878,4635911
FCGI,2.0,81,26.8170,67172,31.683,4670982
FCGI,2.0,82,27.0483,66634,31.131,4604617
FCGI,2.0,83,27.2699,66713,31.320,4581668
FCGI,2.0,84,27.4494,67247,31.557,4643452
FCGI,2.0,85,27.6866,67653,31.728,4683298
FCGI,2.0,86,27.9086,66837,31.691,4676207
FCGI,2.0,87,28.1438,66767,31.179,4610531
FCGI,2.0,88,28.3409,66679,30.906,4569639
FCGI,2.0,89,28.5114,67383,32.564,4597423
FCGI,2.0,90,28.7101,67762,32.514,4705806
FCGI,2.0,91,28.9253,66410,32.710,4631832
FCGI,2.0,92,29.1224,66689,32.118,4601548
FCGI,2.0,93,29.2538,66923,32.384,4612934
FCGI,2.0,94,29.3824,67496,31.825,4612217
FCGI,2.0,95,29.5580,67395,31.696,4696921
FCGI,2.0,96,29.7191,66291,30.710,4573833
FCGI,2.0,97,29.8760,66713,31.577,4567449
FCGI,2.0,98,30.0138,67008,31.141,4611401
FCGI,2.0,99,30.1412,67882,31.543,4668545
FCGI,2.0,100,30.2987,66998,31.944,4698269
FCGI,2.0,101,30.4598,66479,31.307,4571892
FCGI,2.0,102,30.5887,66629,31.447,4586198
FCGI,2.0,103,30.7027,67304,31.407,4618070
FCGI,2.0,104,30.8404,67757,31.761,4700238
FCGI,2.0,105,30.9233,66503,31.407,4630611
FCGI,2.0,106,31.0401,66564,32.844,4584064
FCGI,2.0,107,31.1444,66716,31.497,4615980
FCGI,2.0,108,31.1939,67591,32.529,4639138
FCGI,2.0,109,31.2747,67573,33.769,4706617
FCGI,2.0,110,31.3553,66593,31.690,4590593
FCGI,2.0,111,31.4199,66662,31.712,4572507
FCGI,2.0,112,31.5051,66889,31.651,4611214
FCGI,2.0,113,31.5794,67743,31.760,4645002
FCGI,2.0,114,31.6374,67218,31.786,4707640
FCGI,2.0,115,31.7029,66481,31.037,4592964
FCGI,2.0,116,31.7879,66675,30.995,4573325
FCGI,2.0,117,31.7876,67303,31.970,4607124
FCGI,2.0,118,31.8423,67702,32.381,4663760
FCGI,2.0,119,31.9082,66818,32.227,4661146
FCGI,2.0,120,31.9534,66560,31.828,4576324
FCGI,2.0,121,32.0046,66625,32.093,4590201
FCGI,2.0,122,32.0074,67503,33.121,4633357
FCGI,2.0,123,32.0480,67710,33.507,4721642
FCGI,2.0,124,32.0714,66624,32.356,4621896
FCGI,2.0,125,32.0954,66737,31.923,4567930
FCGI,2.0,126,32.1448,66934,32.245,4604829
FCGI,2.0,127,32.1776,67471,33.203,4634467
FCGI,2.0,128,32.1998,67616,32.711,4724950
FCGI,2.0,129,32.2041,66545,31.870,4623808
FCGI,2.0,130,32.2247,66562,31.658,4591952
FCGI,2.0,131,32.2439,67147,32.205,4614850
FCGI,2.0,132,32.2567,67646,32.967,4629599
FCGI,2.0,133,32.2418,67091,31.866,4666860
FCGI,2.0,134,32.2784,66602,37.015,4589319
FCGI,2.0,135,32.3100,66706,32.377,4567200
FCGI,2.0,136,32.3398,67356,33.911,4609791
FCGI,2.0,137,32.3536,67563,32.360,4707277
FCGI,2.0,138,32.3788,66624,31.991,4648653
FCGI,2.0,139,32.3898,66652,31.766,4559165
FCGI,2.0,140,32.4092,66796,31.698,4567840
FCGI,2.0,141,32.4373,67398,31.812,4623265
FCGI,2.0,142,32.4272,67336,32.260,4692881
FCGI,2.0,143,32.4625,66484,31.265,4597600
FCGI,2.0,144,32.4701,66654,31.510,4627975
FCGI,2.0,145,32.5043,67041,31.571,4630119
FCGI,2.0,146,32.5164,67765,31.877,4652127
FCGI,2.0,147,32.5192,67302,31.938,4707997
FCGI,2.0,148,32.5248,66435,31.220,4600793
FCGI,2.0,149,32.5162,66591,31.184,4558040
PT,4.0,0,21.4808,210562,95.727,14641725
PT,4.0,1,22.5347,210597,95.895,14647827
PT,4.0,2,23.4870,210007,95.009,14582391
PT,4.0,3,24.2685,210820,96.112,14673470
PT,4.0,4,25.0089,211648,97.685,14695776
PT,4.0,5,25.6195,210048,96.683,14577109
PT,4.0,6,26.1502,209787,114.497,14581483
PT,4.0,7,26.6180,211064,105.938,14684416
PT,4.0,8,27.0670,212647,96.836,14789591
PT,4.0,9,27.2531,211567,95.767,14722572
PT,4.0,10,27.5642,210542,95.707,14632700
PT,4.0,11,27.8904,211294,95.848,14693943
PT,4.0,12,28.1258,210454,97.148,14666984
PT,4.0,13,28.2741,209012,100.241,14557704
PT,4.0,14,28.5398,210419,98.096,14590753
PT,4.0,15,28.8356,209658,97.917,14575935
PT,4.0,16,29.1001,211025,97.644,14678011
PT,4.0,17,29.2036,211081,99.560,14675144
PT,4.0,18,29.3588,209929,95.362,14611416
PT,4.0,19,29.4812,211954,96.657,14745080
PT,4.0,20,29.6528,210649,96.588,14644908
PT,4.0,21,29.6609,211137,98.732,14637448
PT,4.0,22,29.8147,210636,96.987,14670704
PT,4.0,23,29.6734,210476,95.485,14627564
PT,4.0,24,29.7483,210035,97.625,14613682
PT,4.0,25,29.6437,211011,96.601,14697503
PT,4.0,26,29.7558,210479,95.814,14620637
PT,4.0,27,29.8080,208977,94.776,14507907
PT,4.0,28,29.9142,211152,95.472,14660616
PT,4.0,29,29.8336,210346,96.868,14642824
PT,4.0,30,29.5607,210153,94.952,14605163
PT,4.0,31,29.6640,210309,94.973,14624616
PT,4.0,32,29.7034,210951,95.593,14688289
PT,4.0,33,29.7418,211020,95.910,14655672
PT,4.0,34,29.5919,210162,95.399,14594168
PT,4.0,35,29.5417,210536,97.123,14606168
PT,4.0,36,29.5965,210879,98.600,14628556
PT,4.0,37,28.8493,211540,96.688,14693455
PT,4.0,38,28.9386,209953,94.885,14588800
PT,4.0,39,29.0682,210868,95.156,14623376
PT,4.0,40,29.3123,210896,96.327,14675871
PT,4.0,41,29.4500,210403,96.044,14653768
PT,4.0,42,29.5546,210585,95.309,14628181
PT,4.0,43,29.3459,210703,95.736,14674751
PT,4.0,44,29.2538,211385,95.453,14703012
PT,4.0,45,28.7803,210699,97.141,14647633
PT,4.0,46,29.0283,210139,95.097,14580703
PT,4.0,47,29.1680,210485,94.889,14588320
PT,4.0,48,29.3414,210535,95.659,14638828
PT,4.0,49,29.4617,211025,95.993,14673651
PT,4.0,50,29.6596,210411,96.812,14618885
PT,4.0,51,29.7986,210741,99.553,14623156
PT,4.0,52,29.9390,209809,97.687,14576443
PT,4.0,53,29.8656,211890,97.733,14728629
PT,4.0,54,29.7916,211121,98.094,14645524
PT,4.0,55,29.9641,209593,100.920,14553901
PT,4.0,56,29.9319,210222,97.162,14566349
PT,4.0,57,29.9615,209527,98.324,14567626
PT,4.0,58,29.8676,212590,105.759,14785157
PT,4.0,59,29.9044,210894,103.408,14666463
PT,4.0,60,30.0521,211709,102.207,14732690
PT,4.0,61,29.9574,210519,98.114,14599742
PT,4.0,62,29.9082,210418,100.105,14623435
PT,4.0,63,27.5452,210414,103.147,14617403
PT,4.0,64,27.4935,210298,102.916,14561722
PT,4.0,65,27.5905,210515,103.713,14595314
PT,4.0,66,27.7919,211072,100.908,14680825
PT,4.0,67,27.9664,210615,99.864,14605018
PT,4.0,68,28.0186,209770,100.505,14548001
PT,4.0,69,28.1673,210198,100.330,14580409
PT,4.0,70,28.3537,209534,98.238,14554095
PT,4.0,71,28.5610,210746,97.392,14639425
PT,4.0,72,28.3636,210545,96.798,14598571
PT,4.0,73,28.3522,209635,95.309,14611244
PT,4.0,74,28.6414,209678,95.477,14554914
PT,4.0,75,23.4073,212131,98.056,14880140
PT,4.0,76,24.4690,210188,97.591,14768773
PT,4.0,77,25.4226,209967,96.855,14755867
PT,4.0,78,26.3626,211022,97.695,14784531
PT,4.0,79,27.0558,211426,98.226,14830016
PT,4.0,80,27.2112,210932,104.205,14791863
PT,4.0,81,27.7819,210951,103.374,14798781
PT,4.0,82,28.2157,212031,102.975,14877935
PT,4.0,83,28.6330,210690,100.811,14774752
PT,4.0,84,28.9337,210024,98.671,14750860
PT,4.0,85,29.2327,210410,96.241,14781643
PT,4.0,86,29.4455,210815,98.200,14824961
PT,4.0,87,29.3527,211319,116.597,14820169
PT,4.0,88,29.0158,210432,114.413,14770917
PT,4.0,89,29.1992,210164,110.569,14715858
PT,4.0,90,29.2770,210703,99.051,14783018
PT,4.0,91,29.2481,210804,125.736,14820534
PT,4.0,92,29.4707,210560,96.867,14768772
PT,4.0,93,29.6046,210350,116.097,14766739
PT,4.0,94,29.6913,211236,97.506,14852976
PT,4.0,95,29.8343,210426,96.681,14765618
PT,4.0,96,29.1096,210835,97.676,14800765
PT,4.0,97,29.3621,210022,96.468,14768467
PT,4.0,98,29.5676,211084,97.009,14817321
PT,4.0,99,29.6909,210642,97.014,14813767
PT,4.0,100,27.2169,210489,96.793,14748191
PT,4.0,101,27.1902,210214,96.020,14780881
PT,4.0,102,27.4108,211592,96.610,14866225
PT,4.0,103,27.6233,210654,98.338,14748115
PT,4.0,104,27.7155,210135,98.348,14767084
PT,4.0,105,27.9373,211922,97.697,14891378
PT,4.0,106,28.1259,212171,99.228,14898894
PT,4.0,107,28.2800,210421,96.869,14738287
PT,4.0,108,28.5104,211536,96.889,14845746
PT,4.0,109,28.6990,211496,97.065,14836063
PT,4.0,110,28.8190,209597,96.527,14706955
PT,4.0,111,28.7276,210822,96.259,14860001
PT,4.0,112,28.9406,211528,97.034,14817986
PT,4.0,113,29.2152,210100,98.753,14772941
PT,4.0,114,29.1640,209547,97.923,14701572
PT,4.0,115,29.4300,210696,96.191,14771830
PT,4.0,116,29.6844,209764,96.311,14733902
PT,4.0,117,29.7664,211331,97.230,14812703
PT,4.0,118,29.9591,210587,96.462,14751715
PT,4.0,119,29.9630,210639,96.503,14788412
PT,4.0,120,29.9381,209964,96.787,14758808
PT,4.0,121,30.0888,210161,95.861,14748722
PT,4.0,122,30.2178,210766,96.158,14786438
PT,4.0,123,30.0183,211299,98.617,14832480
PT,4.0,124,30.0826,210978,97.012,14823061
PT,4.0,125,30.2123,210002,97.029,14732465
PT,4.0,126,30.2833,210632,98.521,14779192
PT,4.0,127,30.3303,212014,97.797,14886040
PT,4.0,128,30.2443,210655,96.928,14789502
PT,4.0,129,30.2663,211670,97.550,14850493
PT,4.0,130,30.2815,211306,96.994,14828564
PT,4.0,131,30.3831,211577,96.683,14834462
PT,4.0,132,30.1178,211560,96.872,14859583
PT,4.0,133,30.1025,211768,96.805,14862471
PT,4.0,134,30.1229,210389,98.841,14778749
PT,4.0,135,30.0625,210601,97.367,14775284
PT,4.0,136,30.2560,211943,96.176,14885134
PT,4.0,137,30.2079,209998,95.707,14753266
PT,4.0,138,30.4052,210953,95.707,14815896
PT,4.0,139,30.0716,211041,99.932,14826082
PT,4.0,140,30.2053,210382,97.349,14788390
PT,4.0,141,27.3452,211007,95.842,14817228
PT,4.0,142,27.5315,211340,96.031,14845437
PT,4.0,143,27.6845,211263,96.129,14836666
PT,4.0,144,27.7669,210049,97.693,14743620
PT,4.0,145,27.7563,210750,97.487,14773171
PT,4.0,146,28.0835,210525,97.660,14787532
PT,4.0,147,28.3253,211280,97.459,14828763
PT,4.0,148,28.5021,211251,97.531,14822719
PT,4.0,149,28.7553,211634,98.252,14877516
DDGI,4.0,0,15.4524,135700,85.316,7653542
DDGI,4.0,1,17.4329,135025,85.960,7654524
DDGI,4.0,2,19.1110,135241,87.323,7742557
DDGI,4.0,3,20.3310,134900,88.973,7683739
DDGI,4.0,4,21.2046,135087,87.783,7709001
DDGI,4.0,5,21.8965,134884,87.378,7630137
DDGI,4.0,6,22.5050,135069,87.794,7655631
DDGI,4.0,7,23.1054,135545,87.432,7603171
DDGI,4.0,8,23.5622,135530,88.719,7659304
DDGI,4.0,9,24.0751,135292,88.611,7703148
DDGI,4.0,10,24.6761,134780,88.831,7678603
DDGI,4.0,11,25.1017,135325,88.074,7753751
DDGI,4.0,12,25.5627,134684,87.345,7647902
DDGI,4.0,13,25.9353,135161,87.590,7677567
DDGI,4.0,14,26.4254,135151,89.093,7631341
DDGI,4.0,15,26.8625,135752,87.865,7632057
DDGI,4.0,16,27.1834,135341,89.266,7639380
DDGI,4.0,17,27.4596,135033,90.211,7700425
DDGI,4.0,18,26.7523,135246,89.276,7730776
DDGI,4.0,19,26.9949,134995,88.419,7715684
DDGI,4.0,20,27.1613,134945,88.413,7670367
DDGI,4.0,21,27.3979,134772,88.228,7625916
DDGI,4.0,22,28.1056,135594,89.124,7662826
DDGI,4.0,23,28.4957,135448,90.722,7577723
DDGI,4.0,24,28.6774,135469,89.692,7708253
DDGI,4.0,25,29.1041,134924,90.667,7674426
DDGI,4.0,26,29.2705,135180,89.628,7744755
DDGI,4.0,27,29.3188,134902,90.248,7674186
DDGI,4.0,28,29.5969,134848,89.479,7668178
DDGI,4.0,29,29.8097,135088,87.957,7628395
DDGI,4.0,30,29.8649,135499,87.293,7633035
DDGI,4.0,31,29.8926,135688,87.354,7631753
DDGI,4.0,32,29.9447,135033,88.548,7657044
DDGI,4.0,33,30.0461,135375,91.040,7749298
DDGI,4.0,34,29.8921,134756,89.838,7684059
DDGI,4.0,35,29.7673,135129,87.983,7720760
DDGI,4.0,36,29.9778,134784,90.031,7622150
DDGI,4.0,37,29.9648,135192,88.757,7671857
DDGI,4.0,38,30.0890,135379,87.493,7603848
DDGI,4.0,39,30.0826,135638,87.792,7661684
DDGI,4.0,40,30.1195,135176,88.501,7679244
DDGI,4.0,41,30.0468,134928,87.598,7700898
DDGI,4.0,42,30.1132,135152,87.694,7727640
DDGI,4.0,43,30.0473,134722,87.494,7662440
DDGI,4.0,44,30.1424,135120,87.474,7663596
DDGI,4.0,45,30.1223,135033,87.317,7623531
DDGI,4.0,46,30.1925,135747,87.228,7645968
DDGI,4.0,47,30.2211,135347,87.386,7630396
DDGI,4.0,48,30.1078,135163,90.159,7718848
DDGI,4.0,49,30.1468,134969,88.808,7699171
DDGI,4.0,50,30.1271,134916,87.917,7718780
DDGI,4.0,51,30.2060,134828,88.294,7655225
DDGI,4.0,52,30.1594,134937,88.012,7660614
DDGI,4.0,53,30.0463,135443,88.556,7654169
DDGI,4.0,54,30.0284,135553,87.875,7595213
DDGI,4.0,55,30.1207,135424,88.938,7684636
DDGI,4.0,56,30.0165,134878,88.115,7671457
DDGI,4.0,57,30.0510,135360,88.341,7764373
DDGI,4.0,58,30.0312,134788,87.669,7672211
DDGI,4.0,59,30.0285,135030,112.867,7692799
DDGI,4.0,60,30.0723,134809,96.381,7615774
DDGI,4.0,61,30.0191,135573,87.866,7656238
DDGI,4.0,62,29.9757,135719,88.150,7614108
DDGI,4.0,63,30.1056,135135,88.079,7673478
DDGI,4.0,64,30.0710,135097,88.758,7724678
DDGI,4.0,65,30.0163,134740,88.057,7687161
DDGI,4.0,66,30.1254,135287,88.288,7724680
DDGI,4.0,67,30.0169,134625,91.041,7622895
DDGI,4.0,68,29.7882,135201,88.135,7672544
DDGI,4.0,69,29.7628,135397,87.018,7600637
DDGI,4.0,70,29.9219,135676,89.496,7660735
DDGI,4.0,71,29.6643,135106,87.257,7671566
DDGI,4.0,72,29.8800,135080,87.596,7722077
DDGI,4.0,73,30.1021,135108,87.692,7718067
DDGI,4.0,74,30.0096,134858,87.794,7683668
DDGI,4.0,75,26.6642,135508,88.705,7804739
DDGI,4.0,76,27.7193,135379,87.992,7791117
DDGI,4.0,77,28.4422,136309,87.833,7815174
DDGI,4.0,78,28.7955,135790,88.288,7799349
DDGI,4.0,79,29.2655,135742,90.282,7911959
DDGI,4.0,80,29.2907,135446,88.641,7879724
DDGI,4.0,81,28.5920,135692,89.612,7910967
DDGI,4.0,82,29.3860,135218,88.524,7808562
DDGI,4.0,83,29.7064,135415,87.926,7816528
DDGI,4.0,84,29.9276,135686,87.267,7783725
DDGI,4.0,85,30.1669,136162,87.302,7798619
DDGI,4.0,86,30.3838,135717,87.803,7845940
DDGI,4.0,87,29.6790,135439,87.970,7874223
DDGI,4.0,88,29.6085,135814,88.983,7928264
DDGI,4.0,89,29.0302,135216,88.305,7838508
DDGI,4.0,90,29.5324,135537,88.766,7848526
DDGI,4.0,91,29.6619,135291,90.660,7780875
DDGI,4.0,92,29.7372,135890,87.467,7822704
DDGI,4.0,93,29.7304,135974,87.576,7764076
DDGI,4.0,94,29.7215,135740,88.206,7894386
DDGI,4.0,95,29.5839,135519,88.160,7883503
